raca,sexo,faixaEtaria,CO_MUNICIPIO_ESC,depAdminEsc,TP_ESCOLA,educMae,ocupPai,pessoasResid,rendFam,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_REDACAO,raca2,tpEscola,media,rendFamP
Branca,F,< 23,3550308,Privada,3,17,G4,4,8800,605.3,563.3,500.6,462.9,640,Branca,Privada,533.025,2200
Branca,M,< 23,3522307,Privada,3,17,G4,4,7700,567.7,588.2,533,543.9,620,Branca,Privada,558.2,1925
Parda,M,< 23,,,1,17,G5,4,30000,676.1,609.2,654.1,579.4,920,PPI,,629.7,7500
Branca,F,< 23,,,2,16,G4,3,0,426.1,513,488.8,406.2,620,Branca,Publica,458.525,0
Branca,F,24-30,,,1,12,G4,5,2200,455.2,549.4,534.2,421.7,680,Branca,,490.125,440
Preta,M,< 23,3556206,Estadual,2,9,G2,5,4400,428,523.9,514.6,491,620,PPI,Publica,489.375,880
Preta,F,24-30,,,1,12,G2,1,1650,387.2,434.9,391.9,367.1,560,PPI,,395.275,1650
Branca,F,< 23,3515707,Estadual,2,12,G4,3,3300,424.3,434.6,422.4,432.2,0,Branca,Publica,428.375,1100
Preta,M,< 23,,,1,9,G3,5,4400,529.1,480.6,515.6,497.6,640,PPI,,505.725,880
Branca,F,< 23,,,1,16,NS,3,2750,377.2,491.2,474.3,397.3,480,Branca,,435,916.666666666667
Branca,M,< 23,3509502,Estadual,2,9,G3,4,2200,475.3,492.9,475.4,421.5,560,Branca,Publica,466.275,550
Parda,F,< 23,,,1,9,G3,3,1650,659.3,523.5,644.3,572.6,680,PPI,,599.925,550
Branca,M,< 23,3518800,Privada,2,16,G3,2,2750,490.5,450.8,432.3,529.8,560,Branca,Publica,475.85,1375
Branca,F,24-30,,,1,12,G2,4,2200,,,,,,Branca,,,550
Branca,F,< 23,,,2,12,G4,4,4400,568.8,493.3,538.7,388.1,640,Branca,Publica,497.225,1100
Branca,M,24-30,,,1,5,NS,3,1100,,,,,,Branca,,,366.666666666667
Preta,F,> 50,,,1,2,G2,3,1650,400.7,370.5,503.2,396.3,260,PPI,,417.675,550
Parda,F,< 23,,,1,12,G3,2,2750,627.5,529.3,554.4,579,540,PPI,,572.55,1375
Branca,M,< 23,,,1,16,G2,7,1100,,546.7,569.1,,480,Branca,,,157.142857142857
Branca,F,< 23,,,2,12,G3,4,1100,432.1,590,543.1,624.7,760,Branca,Publica,547.475,275
Branca,M,< 23,3550308,Privada,3,17,G5,4,30000,752.3,612.4,603.1,396.3,640,Branca,Privada,591.025,7500
Parda,F,< 23,,,2,2,G1,5,2200,,506.8,487.1,,540,PPI,Publica,,440
Indígena,M,31-50,,,1,2,G2,1,0,416.6,526.6,546.8,401.6,560,PPI,,472.9,0
Branca,F,< 23,,,1,9,G1,4,2200,,524.9,545.3,,540,Branca,,,550
Parda,F,< 23,3550308,Estadual,2,,NS,3,1100,459.2,421.4,419.7,478.3,560,PPI,Publica,444.65,366.666666666667
Branca,M,31-50,,,1,9,G3,2,2200,688.3,597.8,683.2,611.2,580,Branca,,645.125,1100
Branca,F,< 23,3513009,Privada,3,12,G4,3,13200,619.8,585.8,625.2,656.3,820,Branca,Privada,621.775,4400
Branca,F,< 23,,,1,9,G4,4,1650,541.5,523.9,496.6,454,600,Branca,,504,412.5
Branca,F,< 23,3550308,Privada,3,12,G4,3,6600,739.3,563.5,558.8,588.7,860,Branca,Privada,612.575,2200
Branca,F,< 23,,,1,9,G4,3,1650,,,,,,Branca,,,550
Branca,F,< 23,3550308,Estadual,2,0,G4,4,1650,689.8,555.9,592.9,499.6,920,Branca,Publica,584.55,412.5
Parda,M,< 23,,,1,9,G1,1,1100,467.6,496.3,538.3,509.4,600,PPI,,502.9,1100
Parda,M,< 23,,,1,9,G2,3,2200,451.4,503,522.9,461.1,600,PPI,,484.6,733.333333333333
Branca,M,31-50,,,1,2,G2,3,1100,458,405.6,532.3,443.8,400,Branca,,459.925,366.666666666667
Branca,M,31-50,,,1,0,G1,3,1650,,,,,,Branca,,,550
Branca,M,< 23,,,1,16,G2,5,4400,482.8,399.3,452.7,485.7,580,Branca,,455.125,880
Branca,M,< 23,,,1,16,G4,4,9900,505.2,581.5,628.7,425,800,Branca,,535.1,2475
Branca,F,< 23,3549706,Estadual,2,9,G2,4,5500,,,,,,Branca,Publica,,1375
Parda,F,< 23,,,1,12,G2,3,1100,,,,,,PPI,,,366.666666666667
Branca,F,< 23,3505708,Municipal,2,12,G4,5,1650,,,,,,Branca,Publica,,330
Parda,M,< 23,,,1,9,G3,3,2200,,,,,,PPI,,,733.333333333333
Branca,F,< 23,3520400,Privada,3,17,G5,4,8800,627.3,541.8,545,537.8,500,Branca,Privada,562.975,2200
Branca,M,< 23,3550308,Estadual,2,5,G3,3,1100,522.5,539.7,513.5,503.9,580,Branca,Publica,519.9,366.666666666667
Branca,F,< 23,,,1,5,G3,4,4400,622.8,570.1,603.1,522.5,340,Branca,,579.625,1100
Branca,F,< 23,3550308,Estadual,2,,G3,4,2200,,,,,,Branca,Publica,,550
Parda,F,< 23,,,1,16,G2,4,4400,634,560.1,601.6,543.2,740,PPI,,584.725,1100
Branca,F,< 23,3550308,Privada,3,9,G5,4,30000,536.1,444.2,464.1,406.9,620,Branca,Privada,462.825,7500
Parda,F,< 23,,,1,9,G3,6,1100,571.4,491.5,543.7,449.5,540,PPI,,514.025,183.333333333333
Branca,M,< 23,,,1,5,G3,4,2750,416.9,481.7,402.4,449.5,420,Branca,,437.625,687.5
Parda,M,24-30,,,1,5,G1,5,3300,,,,,,PPI,,,660
Branca,F,< 23,,,1,5,G2,1,1100,468.7,559.7,464,494.6,660,Branca,,496.75,1100
Branca,F,< 23,3550308,Privada,3,17,G5,4,22000,718.2,522.4,551.2,635.9,840,Branca,Privada,606.925,5500
Branca,F,< 23,,,1,16,G4,4,9900,724.7,616.1,677.4,686.1,940,Branca,,676.075,2475
ND,M,< 23,3534401,Privada,3,17,G4,3,6600,742.9,516.2,519.2,486,660,,Privada,566.075,2200
Branca,M,< 23,3518800,Estadual,2,12,G2,3,2750,,,,,,Branca,Publica,,916.666666666667
Parda,F,< 23,,,1,9,NS,2,1100,,,,,,PPI,,,550
Branca,M,< 23,3550308,Privada,3,12,G2,4,6600,450.6,492.6,501.8,538.9,620,Branca,Privada,495.975,1650
Preta,F,< 23,,,2,9,G3,2,1100,586,566.9,523.1,408.5,640,PPI,Publica,521.125,550
Branca,F,< 23,3543402,Privada,3,17,G4,4,9900,675.5,630.6,631.2,585.2,940,Branca,Privada,630.625,2475
Branca,F,31-50,,,1,12,G3,2,1650,512.2,461.5,440.1,446.4,480,Branca,,465.05,825
Branca,F,< 23,3534401,Privada,3,16,G3,4,4400,478.9,532.7,519.7,543.7,600,Branca,Privada,518.75,1100
Branca,M,24-30,,,1,9,G3,1,1100,741.3,605.1,633.6,603.6,860,Branca,,645.9,1100
Preta,M,< 23,,,1,12,G3,7,1650,487.5,473.4,379.1,423.4,500,PPI,,440.85,235.714285714286
Parda,M,< 23,,,1,12,G2,5,1650,,571.1,596.2,,580,PPI,,,330
Branca,M,< 23,3550308,Privada,3,17,G5,4,11000,,,,,,Branca,Privada,,2750
Preta,M,< 23,,,1,,G3,5,11000,,,,,,PPI,,,2200
Parda,F,< 23,3550308,Estadual,2,12,G3,3,1100,,,,,,PPI,Publica,,366.666666666667
Indígena,M,< 23,,,1,9,G3,3,3300,,,,,,PPI,,,1100
Preta,F,< 23,,,1,5,G3,5,3300,462.3,439.8,461.6,480.7,0,PPI,,461.1,660
Parda,F,< 23,3514809,Estadual,2,2,G3,8,1100,550.2,419.1,449.4,389.8,560,PPI,Publica,452.125,137.5
Branca,F,< 23,,,1,16,G3,5,5500,,,,,,Branca,,,1100
Parda,M,< 23,3547809,Estadual,2,12,G3,3,1650,638.9,461.2,560.7,496.1,600,PPI,Publica,539.225,550
Branca,F,< 23,3530508,Estadual,2,12,G3,2,2750,598.2,559.8,559.6,471.7,500,Branca,Publica,547.325,1375
Branca,M,< 23,,,1,9,G1,2,0,,,,,,Branca,,,0
Branca,M,< 23,3507506,Privada,3,17,G5,3,30000,649.5,678.7,676.7,625.4,660,Branca,Privada,657.575,10000
Parda,F,< 23,2913606,Privada,3,17,G4,3,4400,555.2,594.5,623.7,390.5,700,PPI,Privada,540.975,1466.66666666667
Branca,M,< 23,,,1,12,G4,3,1650,710.2,622.5,646.1,655.6,880,Branca,,658.6,550
Branca,M,< 23,,,1,16,G4,3,6600,896.1,658,722.7,766.5,860,Branca,,760.825,2200
Parda,F,< 23,3550308,Privada,3,12,G4,4,2750,748.9,610.2,698.8,691.8,920,PPI,Privada,687.425,687.5
Parda,M,< 23,,,2,12,G3,3,2200,424.3,511.6,578.5,451.2,640,PPI,Publica,491.4,733.333333333333
Branca,F,< 23,,,1,12,G3,4,6600,493,547.7,562.3,476,840,Branca,,519.75,1650
Branca,F,< 23,,,1,16,G5,2,5500,732.3,616.8,664.8,654.9,840,Branca,,667.2,2750
Parda,F,31-50,,,1,12,G2,4,3300,,,,,,PPI,,,825
Preta,M,24-30,,,1,16,G3,2,2750,,,,,,PPI,,,1375
Branca,F,< 23,,,2,12,G2,5,2200,555.7,486.9,500.8,380.8,600,Branca,Publica,481.05,440
Preta,M,31-50,,,1,2,G2,6,2200,,,,,,PPI,,,366.666666666667
Preta,M,< 23,,,1,12,G3,2,2200,,,,,,PPI,,,1100
Branca,F,< 23,,,1,16,G3,2,2200,,,,,,Branca,,,1100
Preta,F,< 23,,,1,12,G3,3,3300,,,,,,PPI,,,1100
Parda,F,< 23,3549409,Estadual,2,5,G3,4,3300,523.9,418.1,481.7,444.8,800,PPI,Publica,467.125,825
Branca,M,< 23,,,1,12,G3,2,1650,624.3,523,436.3,450.8,820,Branca,,508.6,825
Parda,F,< 23,3550308,Estadual,2,12,NS,2,1100,566.8,478.1,520.7,458.3,500,PPI,Publica,505.975,550
Branca,F,> 50,,,1,9,G3,4,2200,460.9,566.5,624.7,528,600,Branca,,545.025,550
Parda,F,< 23,,,1,12,NS,3,2750,394.9,520.3,459.6,405.2,500,PPI,,445,916.666666666667
Amarela,M,< 23,3542602,Estadual,2,17,G4,5,3300,688.7,608.6,605.7,584.5,840,Branca,Publica,621.875,660
Preta,F,< 23,3522208,Estadual,2,12,G3,2,1650,647.5,587.2,574.5,495.7,720,PPI,Publica,576.225,825
Parda,F,< 23,,,2,9,NS,3,1100,,,,,,PPI,Publica,,366.666666666667
Branca,M,< 23,,,1,12,G3,4,3300,585.3,378.2,444.7,494.1,560,Branca,,475.575,825
Branca,F,< 23,,,2,12,G2,3,2200,,,,,,Branca,Publica,,733.333333333333
Parda,F,< 23,,,1,9,NS,3,2200,392.7,472.1,376,480.1,560,PPI,,430.225,733.333333333333
Preta,F,24-30,,,1,5,G2,5,4400,468.2,511.3,561,487.1,540,PPI,,506.9,880
Preta,M,< 23,,,1,5,NS,5,2200,,484.7,487.9,,480,PPI,,,440
Branca,F,24-30,,,1,12,G3,2,3300,442.3,559.8,584.4,574.1,620,Branca,,540.15,1650
Preta,M,< 23,,,1,2,G2,5,4400,639.6,460.7,450.4,540.9,400,PPI,,522.9,880
Preta,M,24-30,,,1,2,G2,4,1650,,,,,,PPI,,,412.5
Branca,M,< 23,,,1,2,G1,3,2200,695.9,592.9,605.5,635.9,640,Branca,,632.55,733.333333333333
Preta,F,< 23,,,1,12,G3,3,2200,,,,,,PPI,,,733.333333333333
Branca,M,< 23,3506102,Privada,3,16,G4,5,6600,675.1,613.5,618.4,556.5,660,Branca,Privada,615.875,1320
Branca,M,< 23,3554102,Privada,3,16,G4,4,16500,748.6,505.8,587,591.5,700,Branca,Privada,608.225,4125
Preta,F,< 23,,,1,12,G4,4,9900,,,,,,PPI,,,2475
Preta,F,< 23,,,1,5,G2,3,1650,584.5,586.1,456.2,506.9,900,PPI,,533.425,550
Parda,M,< 23,,,1,9,G3,3,2200,,,,,,PPI,,,733.333333333333
Parda,M,24-30,,,1,16,G3,5,3300,417.2,572,650.5,592.6,640,PPI,,558.075,660
Branca,M,> 50,,,1,9,G4,2,3300,577.9,526.7,617.6,593.8,640,Branca,,579,1650
Branca,F,< 23,,,2,12,G2,5,1650,587.6,449.6,440.9,482.3,660,Branca,Publica,490.1,330
Parda,M,< 23,,,1,12,G4,3,2200,504.1,507.6,439.9,544.3,600,PPI,,498.975,733.333333333333
Preta,F,24-30,,,1,2,G1,2,1650,,,,,,PPI,,,825
Branca,M,< 23,,,1,16,G3,5,2750,,,,,,Branca,,,550
Parda,F,31-50,,,1,2,G3,3,1650,,,,,,PPI,,,550
Parda,M,< 23,,,1,12,G3,4,1650,618.8,582.4,514.4,428.6,540,PPI,,536.05,412.5
Branca,F,< 23,3508405,Privada,2,12,G4,4,9900,719,572.2,547.2,571,820,Branca,Publica,602.35,2475
Branca,M,< 23,,,1,12,G4,3,5500,674.4,570.7,579.1,591.5,600,Branca,,603.925,1833.33333333333
Branca,M,< 23,,,2,16,G4,3,7700,612,523.9,524.1,430.6,620,Branca,Publica,522.65,2566.66666666667
Branca,F,< 23,3526902,Privada,3,17,G4,3,3300,639.5,537.4,656.7,514.3,900,Branca,Privada,586.975,1100
Branca,M,< 23,3515400,Estadual,2,12,G3,3,1650,596.5,561.5,623.9,565.2,700,Branca,Publica,586.775,550
Parda,M,< 23,,,1,12,G2,4,1650,,,,,,PPI,,,412.5
Parda,M,< 23,3115102,Estadual,2,12,G3,3,1100,725.9,559.1,588.6,570.9,720,PPI,Publica,611.125,366.666666666667
Branca,M,< 23,3550308,Estadual,2,16,G4,3,1650,656,475.7,529.8,505,640,Branca,Publica,541.625,550
Parda,F,< 23,,,1,2,G3,2,1100,,,,,,PPI,,,550
Branca,M,< 23,,,1,16,G4,7,5500,386,387.2,366.3,457.9,440,Branca,,399.35,785.714285714286
Branca,F,< 23,,,1,17,G4,3,3300,466.7,579.9,549.9,533.7,660,Branca,,532.55,1100
Branca,F,< 23,,,1,12,G4,5,5500,674.9,621.1,602.7,566.1,800,Branca,,616.2,1100
Parda,M,< 23,3513504,Estadual,2,9,G3,2,3300,730.6,520.5,471.9,420.3,760,PPI,Publica,535.825,1650
Branca,F,< 23,3542206,Estadual,2,17,G4,4,2200,456.4,472.1,408.8,472.5,820,Branca,Publica,452.45,550
Branca,F,24-30,,,1,2,NS,2,0,,,,,,Branca,,,0
Branca,M,< 23,,,1,17,G4,4,8800,827.2,585.9,732.7,716,900,Branca,,715.45,2200
Parda,F,< 23,,,1,12,G3,8,5500,,,,,,PPI,,,687.5
Branca,M,< 23,,,1,17,G3,4,3300,459.8,459.9,466.9,399.7,360,Branca,,446.575,825
Branca,M,24-30,,,1,17,G5,4,4400,683.5,696.2,711.8,756.9,780,Branca,,712.1,1100
Branca,F,< 23,3522109,Estadual,2,12,G3,4,1650,482.9,504.1,456.1,452.4,380,Branca,Publica,473.875,412.5
Branca,M,< 23,3510302,Estadual,2,17,G1,3,6600,511.6,534.7,516.2,558.5,600,Branca,Publica,530.25,2200
Parda,F,< 23,,,1,9,G3,1,1650,,,,,,PPI,,,1650
Branca,M,< 23,,,1,17,G5,4,5500,,,,,,Branca,,,1375
Branca,M,24-30,,,1,12,G5,2,30000,,,,,,Branca,,,15000
Parda,M,< 23,,,1,9,G2,4,1100,545.9,588.4,640.3,481.5,840,PPI,,564.025,275
Branca,M,< 23,3550308,Estadual,2,16,G4,4,5500,533.9,549.4,505.2,487.7,640,Branca,Publica,519.05,1375
Branca,M,< 23,3547304,Privada,3,16,G5,4,22000,635.1,530.5,554.1,551.8,640,Branca,Privada,567.875,5500
Amarela,F,24-30,,,1,5,NS,2,5500,,,,,,Branca,,,2750
Preta,F,< 23,,,1,12,G2,5,5500,,,,,,PPI,,,1100
Parda,M,24-30,,,1,12,G2,5,2200,,,,,,PPI,,,440
Amarela,F,< 23,,,1,12,G2,4,1650,517.5,532.2,549.6,424.5,760,Branca,,505.95,412.5
Branca,M,31-50,,,1,2,NS,4,5500,476.8,529.6,632.9,547.9,560,Branca,,546.8,1375
Branca,F,< 23,,,1,12,G3,2,6600,452.3,564.7,524.2,500.6,500,Branca,,510.45,3300
Branca,F,< 23,,,2,9,NS,4,1650,403,541.7,460.4,427.8,580,Branca,Publica,458.225,412.5
Preta,M,< 23,,,1,17,G4,2,7700,806.3,591.8,684.4,675.3,900,PPI,,689.45,3850
Branca,F,< 23,,,1,9,G2,3,2750,,,,,,Branca,,,916.666666666667
Branca,F,< 23,,,1,12,G2,4,4400,,,,,,Branca,,,1100
Parda,F,< 23,,,1,12,G2,3,1100,,507.2,485.2,,580,PPI,,,366.666666666667
Branca,F,< 23,3550308,Privada,3,16,G4,5,22000,541.1,569.5,602.8,523.8,720,Branca,Privada,559.3,4400
Branca,F,< 23,,,1,12,G2,4,1650,,,,,,Branca,,,412.5
Branca,F,< 23,,,1,17,G3,3,8800,635.1,625.9,711.5,558.3,720,Branca,,632.7,2933.33333333333
Parda,M,< 23,,,1,9,G1,4,1650,,444.8,479,,620,PPI,,,412.5
Parda,F,< 23,,,2,9,NS,9,2200,456.1,412.9,415.3,397.3,580,PPI,Publica,420.4,244.444444444444
Preta,M,> 50,,,1,2,G1,3,1650,336.3,449.2,484.1,451,380,PPI,,430.15,550
Branca,F,< 23,,,1,9,G3,3,2200,,,,,,Branca,,,733.333333333333
Branca,F,< 23,3548807,Privada,3,17,G5,4,30000,608,541.6,495.4,564.8,860,Branca,Privada,552.45,7500
Branca,F,< 23,,,2,12,G3,4,2750,501.8,555.6,547.6,491.1,860,Branca,Publica,524.025,687.5
Branca,M,< 23,3554003,Privada,3,12,G4,3,8800,517.9,540.4,427.2,512.3,620,Branca,Privada,499.45,2933.33333333333
Parda,F,< 23,3509502,Privada,2,12,G3,3,4400,532.7,515.8,560,542.7,620,PPI,Publica,537.8,1466.66666666667
Branca,F,< 23,3524303,Privada,3,17,G5,3,30000,445.7,517.9,546,448,640,Branca,Privada,489.4,10000
Branca,F,< 23,,,1,9,G3,3,4400,563.7,535.9,576.4,521.8,480,Branca,,549.45,1466.66666666667
Branca,F,24-30,,,1,5,G3,4,1650,,,,,,Branca,,,412.5
Branca,M,31-50,,,1,12,G4,3,5500,508.1,571.6,635.4,503.1,0,Branca,,554.55,1833.33333333333
Branca,F,< 23,,,1,17,G3,3,3300,681.5,631.9,683,625.9,940,Branca,,655.575,1100
Parda,M,< 23,3545209,Estadual,2,,G3,5,6600,,,,,,PPI,Publica,,1320
Branca,F,< 23,3541307,Privada,3,12,G3,3,1650,521,516.3,542.4,562,840,Branca,Privada,535.425,550
Branca,F,< 23,3543303,Privada,3,17,G3,4,7700,633.4,548.6,387.9,496.5,720,Branca,Privada,516.6,1925
Parda,F,< 23,,,1,17,G4,4,2200,589.7,645.2,650.7,632,680,PPI,,629.4,550
Preta,M,> 50,,,1,5,G4,5,6600,500.6,419.6,419.5,555.1,0,PPI,,473.7,1320
Branca,M,< 23,,,1,16,G4,4,5500,609.1,535.7,495.6,549.4,600,Branca,,547.45,1375
Preta,M,< 23,,,2,17,G3,4,4400,567.4,558.6,583.9,516.1,680,PPI,Publica,556.5,1100
Branca,F,31-50,,,1,5,G2,2,1650,,,,,,Branca,,,825
Branca,F,24-30,,,1,12,G2,4,2200,578.9,471.3,532.6,507.6,520,Branca,,522.6,550
Parda,F,< 23,,,1,12,G2,5,2200,533.9,600.9,574.6,557.9,600,PPI,,566.825,440
Parda,M,< 23,3550308,Estadual,2,12,G2,4,1100,451.7,384.7,471.3,407.9,400,PPI,Publica,428.9,275
Parda,M,< 23,,,1,9,G2,3,2200,519.2,362.6,423.3,519.2,580,PPI,,456.075,733.333333333333
Parda,M,< 23,3551108,Estadual,2,12,NS,7,0,424.4,346.3,447.9,446.8,400,PPI,Publica,416.35,0
Branca,M,< 23,3501905,Estadual,2,12,NS,4,5500,617.3,576.3,624.5,579.9,820,Branca,Publica,599.5,1375
Branca,F,< 23,,,2,17,NS,2,1650,,,,,,Branca,Publica,,825
Preta,F,< 23,3534401,Estadual,2,5,G3,2,1650,494.6,538.6,467,384.2,680,PPI,Publica,471.1,825
Branca,F,< 23,3513009,Privada,3,17,G4,4,11000,587.7,618.5,635.2,564.8,860,Branca,Privada,601.55,2750
Preta,F,< 23,,,1,5,G2,9,2200,367.1,387.4,385.6,376.9,480,PPI,,379.25,244.444444444444
Branca,M,< 23,3534401,Privada,3,16,G5,4,16500,384.1,375.5,436.1,502.5,580,Branca,Privada,424.55,4125
Parda,M,< 23,,,1,16,G3,3,6600,657.3,496.8,522.8,482,560,PPI,,539.725,2200
Branca,M,24-30,,,1,12,G2,5,1650,,,,,,Branca,,,330
Branca,F,< 23,3550100,Estadual,2,12,G2,2,1650,498.4,581,561.8,569.2,560,Branca,Publica,552.6,825
Branca,F,< 23,,,1,12,G3,2,1100,576.3,469.5,610.7,510.5,500,Branca,,541.75,550
Preta,F,< 23,3516408,Estadual,2,5,NS,5,1650,,,,,,PPI,Publica,,330
Branca,F,< 23,3511508,Estadual,2,9,G3,5,4400,,,,,,Branca,Publica,,880
Branca,F,< 23,,,2,12,G3,4,2200,,,,,,Branca,Publica,,550
Branca,M,< 23,,,1,9,G4,4,4400,701.9,522.7,612,509.7,720,Branca,,586.575,1100
Parda,F,24-30,,,1,9,G3,4,2200,,,,,,PPI,,,550
Branca,M,24-30,,,1,5,G2,3,2200,,407.9,547.3,,480,Branca,,,733.333333333333
Branca,M,< 23,,,1,12,G2,3,9900,,,,,,Branca,,,3300
Branca,M,< 23,3510609,Estadual,2,12,NS,6,2750,592.3,486.3,534.4,586.6,540,Branca,Publica,549.9,458.333333333333
Branca,F,< 23,,,1,12,G3,3,3300,,,,,,Branca,,,1100
Parda,M,< 23,,,2,12,G4,4,1650,503.8,563.2,579,512.3,520,PPI,Publica,539.575,412.5
Branca,F,< 23,,,1,12,G2,3,3300,,,,,,Branca,,,1100
Amarela,M,24-30,,,1,12,G4,4,7700,821.5,622.9,682.1,673.5,800,Branca,,700,1925
Branca,F,24-30,,,1,12,G1,4,2750,523.3,602.6,708.4,598.9,640,Branca,,608.3,687.5
Branca,M,< 23,3525904,Estadual,2,2,G4,4,2750,643.3,553.5,596.1,496.8,720,Branca,Publica,572.425,687.5
Branca,F,< 23,,,1,12,G3,2,2200,419.3,546.5,490.1,506.2,660,Branca,,490.525,1100
Branca,F,31-50,,,1,2,NS,3,1100,396.2,472.8,403.7,367.5,480,Branca,,410.05,366.666666666667
Branca,M,< 23,3543907,Estadual,2,16,G3,4,4400,455.3,537.4,557.5,450,540,Branca,Publica,500.05,1100
Branca,F,< 23,3525904,Estadual,2,5,G3,4,1650,470.6,410.5,401.1,437.8,620,Branca,Publica,430,412.5
Parda,F,< 23,,,1,9,G3,4,2200,459.6,513.8,530.7,497.4,560,PPI,,500.375,550
Branca,F,< 23,,,1,9,G3,5,2200,,,,,,Branca,,,440
Parda,F,< 23,,,1,,G2,6,2200,445.2,423.6,462.2,344.8,440,PPI,,418.95,366.666666666667
Branca,M,< 23,3528809,Estadual,2,9,G1,4,3300,475.9,483.7,510.2,541.4,560,Branca,Publica,502.8,825
Parda,M,24-30,,,1,12,NS,4,2200,,,,,,PPI,,,550
Parda,F,< 23,,,1,12,NS,3,30000,,,,,,PPI,,,10000
Branca,F,< 23,,,1,16,G3,5,3300,651.9,568.7,597.7,481,720,Branca,,574.825,660
Branca,F,< 23,3516705,Estadual,2,12,G1,4,1650,549.1,495.7,535.7,538.8,780,Branca,Publica,529.825,412.5
Branca,M,< 23,3533502,Privada,3,16,G3,4,2750,794.6,605.4,649.9,651.6,820,Branca,Privada,675.375,687.5
Branca,F,< 23,,,1,9,G3,3,1650,641.9,556.6,576.9,525.9,640,Branca,,575.325,550
Branca,F,< 23,,,1,12,G3,4,1650,443.4,503.3,441,391.8,300,Branca,,444.875,412.5
Branca,F,< 23,3547809,Privada,3,12,G3,4,5500,456.3,537.6,489.3,454.2,740,Branca,Privada,484.35,1375
Parda,F,< 23,,,1,2,G2,6,8800,,,,,,PPI,,,1466.66666666667
Parda,M,< 23,,,1,12,G4,1,1650,554.7,500.4,534.6,469.9,480,PPI,,514.9,1650
Amarela,F,< 23,,,1,2,G2,3,1650,635.8,652,688.5,551.9,840,Branca,,632.05,550
Branca,M,< 23,3550308,Privada,3,17,G4,4,22000,831.3,606.8,642.9,710.5,600,Branca,Privada,697.875,5500
Branca,M,31-50,,,1,17,G5,3,7700,,,,,,Branca,,,2566.66666666667
Branca,F,< 23,3518800,Privada,2,17,G4,5,11000,397.1,392.9,439.5,449.5,440,Branca,Publica,419.75,2200
Parda,F,< 23,3505500,Privada,2,17,G3,5,6600,456,537.6,493.9,530.1,600,PPI,Publica,504.4,1320
Branca,F,< 23,3549805,Privada,2,17,G4,4,11000,767.6,539.5,644.1,653.6,860,Branca,Publica,651.2,2750
Branca,M,< 23,3550308,Estadual,2,12,G4,4,2750,445.8,474.7,488.9,417.7,580,Branca,Publica,456.775,687.5
Branca,F,31-50,,,1,5,G2,3,1650,,,,,,Branca,,,550
Branca,F,31-50,,,1,9,G2,4,2750,,,,,,Branca,,,687.5
Branca,F,< 23,3549904,Estadual,2,17,G2,5,5500,618.7,531,529.9,400,640,Branca,Publica,519.9,1100
Branca,M,< 23,3514502,Privada,2,16,G4,3,7700,724,548.2,584,595.6,700,Branca,Publica,612.95,2566.66666666667
Parda,M,24-30,,,1,16,G4,3,4400,586.4,602,669.5,501.1,520,PPI,,589.75,1466.66666666667
Parda,F,< 23,,,2,17,G4,4,4400,537.1,563.3,660,582.5,700,PPI,Publica,585.725,1100
Amarela,F,< 23,,,1,16,NS,5,5500,554.7,572.4,591.1,522.5,600,Branca,,560.175,1100
Branca,M,< 23,3552809,Privada,3,12,G5,5,6600,663.9,586,586.1,520.1,740,Branca,Privada,589.025,1320
Branca,M,< 23,,,1,12,G2,3,2200,406.5,369.4,490.9,474.2,580,Branca,,435.25,733.333333333333
Branca,F,< 23,3535408,Privada,2,17,G3,4,3300,505.6,490.9,600.6,452.2,840,Branca,Publica,512.325,825
Branca,F,31-50,,,1,2,G2,4,1100,,,,,,Branca,,,275
Branca,F,< 23,,,1,12,NS,4,1100,372.8,497.3,508.1,385.4,0,Branca,,440.9,275
Branca,F,24-30,,,1,5,G2,5,2200,529.6,522.5,561.5,475,560,Branca,,522.15,440
Branca,M,< 23,,,1,2,G1,4,2200,547.9,505.3,521.9,517,520,Branca,,523.025,550
Parda,M,24-30,,,1,5,NS,2,1650,444.5,535.9,612.4,443.1,600,PPI,,508.975,825
Branca,M,31-50,3550308,Estadual,2,12,G2,8,0,,,,,,Branca,Publica,,0
Preta,F,< 23,,,1,9,G1,4,1650,,,,,,PPI,,,412.5
Branca,M,< 23,3526704,Estadual,2,16,G4,4,9900,757.6,598.7,635.4,642.3,940,Branca,Publica,658.5,2475
Branca,F,< 23,,,1,16,G4,3,5500,708.4,576.9,589.8,632.6,600,Branca,,626.925,1833.33333333333
Branca,F,< 23,3518800,Estadual,2,12,G4,5,1100,452.9,555.7,603.8,466.1,660,Branca,Publica,519.625,220
Branca,F,< 23,,,2,17,G4,4,8800,722.5,594.2,584.4,591.4,840,Branca,Publica,623.125,2200
Preta,F,< 23,3509700,Privada,2,12,G3,4,2200,,460.9,391.4,,560,PPI,Publica,,550
ND,F,< 23,3550308,Estadual,2,,G3,4,2750,,,,,,,Publica,,687.5
Branca,F,24-30,,,1,16,G1,2,1100,,,,,,Branca,,,550
Parda,F,< 23,,,1,2,G2,4,1650,366.5,468.7,436.6,407,520,PPI,,419.7,412.5
Branca,F,< 23,,,1,2,G2,4,2200,505.9,453.2,409.3,521.4,540,Branca,,472.45,550
